url,title_a,title_b,applied_variant,applied_title,winner_variant,winner_title
"https://drainkorea.com/seo/1168010300-drain-blocked-urgent-강남구-개포동/","강남구 개포동 하수구 막힘 긴급 | 30분 출동 24시간 상담","강남구 개포동 하수구 막힘 긴급 전문 업체 | 당일 방문 가능","A","강남구 개포동 하수구 막힘 긴급 | 30분 출동 24시간 상담","A","강남구 개포동 하수구 막힘 긴급 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010300-drain-blocked-24hour-강남구-개포동/","강남구 개포동 하수구 막힘 24시간 | 30분 출동 24시간 상담","강남구 개포동 하수구 막힘 24시간 전문 업체 | 당일 방문 가능","B","강남구 개포동 하수구 막힘 24시간 전문 업체 | 당일 방문 가능","B","강남구 개포동 하수구 막힘 24시간 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010300-drain-blocked-cost-강남구-개포동/","강남구 개포동 하수구 막힘 비용 | 30분 출동 24시간 상담","강남구 개포동 하수구 막힘 비용 전문 업체 | 당일 방문 가능","A","강남구 개포동 하수구 막힘 비용 | 30분 출동 24시간 상담","A","강남구 개포동 하수구 막힘 비용 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010300-drain-blocked-company-강남구-개포동/","강남구 개포동 하수구 막힘 업체 | 30분 출동 24시간 상담","강남구 개포동 하수구 막힘 업체 전문 업체 | 당일 방문 가능","B","강남구 개포동 하수구 막힘 업체 전문 업체 | 당일 방문 가능","B","강남구 개포동 하수구 막힘 업체 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010300-drain-blocked-same-day-강남구-개포동/","강남구 개포동 하수구 막힘 당일 | 30분 출동 24시간 상담","강남구 개포동 하수구 막힘 당일 전문 업체 | 당일 방문 가능","A","강남구 개포동 하수구 막힘 당일 | 30분 출동 24시간 상담","A","강남구 개포동 하수구 막힘 당일 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010300-drain-blocked-weekend-강남구-개포동/","강남구 개포동 하수구 막힘 주말 | 30분 출동 24시간 상담","강남구 개포동 하수구 막힘 주말 전문 업체 | 당일 방문 가능","B","강남구 개포동 하수구 막힘 주말 전문 업체 | 당일 방문 가능","B","강남구 개포동 하수구 막힘 주말 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010300-toilet-blocked-urgent-강남구-개포동/","강남구 개포동 변기 막힘 긴급 | 30분 출동 24시간 상담","강남구 개포동 변기 막힘 긴급 전문 업체 | 당일 방문 가능","A","강남구 개포동 변기 막힘 긴급 | 30분 출동 24시간 상담","A","강남구 개포동 변기 막힘 긴급 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010300-toilet-blocked-24hour-강남구-개포동/","강남구 개포동 변기 막힘 24시간 | 30분 출동 24시간 상담","강남구 개포동 변기 막힘 24시간 전문 업체 | 당일 방문 가능","B","강남구 개포동 변기 막힘 24시간 전문 업체 | 당일 방문 가능","B","강남구 개포동 변기 막힘 24시간 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010300-toilet-blocked-cost-강남구-개포동/","강남구 개포동 변기 막힘 비용 | 30분 출동 24시간 상담","강남구 개포동 변기 막힘 비용 전문 업체 | 당일 방문 가능","A","강남구 개포동 변기 막힘 비용 | 30분 출동 24시간 상담","A","강남구 개포동 변기 막힘 비용 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010300-toilet-blocked-company-강남구-개포동/","강남구 개포동 변기 막힘 업체 | 30분 출동 24시간 상담","강남구 개포동 변기 막힘 업체 전문 업체 | 당일 방문 가능","B","강남구 개포동 변기 막힘 업체 전문 업체 | 당일 방문 가능","B","강남구 개포동 변기 막힘 업체 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010300-toilet-blocked-same-day-강남구-개포동/","강남구 개포동 변기 막힘 당일 | 30분 출동 24시간 상담","강남구 개포동 변기 막힘 당일 전문 업체 | 당일 방문 가능","A","강남구 개포동 변기 막힘 당일 | 30분 출동 24시간 상담","A","강남구 개포동 변기 막힘 당일 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010300-toilet-blocked-weekend-강남구-개포동/","강남구 개포동 변기 막힘 주말 | 30분 출동 24시간 상담","강남구 개포동 변기 막힘 주말 전문 업체 | 당일 방문 가능","B","강남구 개포동 변기 막힘 주말 전문 업체 | 당일 방문 가능","B","강남구 개포동 변기 막힘 주말 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010300-sink-blocked-urgent-강남구-개포동/","강남구 개포동 싱크대 막힘 긴급 | 30분 출동 24시간 상담","강남구 개포동 싱크대 막힘 긴급 전문 업체 | 당일 방문 가능","A","강남구 개포동 싱크대 막힘 긴급 | 30분 출동 24시간 상담","A","강남구 개포동 싱크대 막힘 긴급 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010300-sink-blocked-24hour-강남구-개포동/","강남구 개포동 싱크대 막힘 24시간 | 30분 출동 24시간 상담","강남구 개포동 싱크대 막힘 24시간 전문 업체 | 당일 방문 가능","B","강남구 개포동 싱크대 막힘 24시간 전문 업체 | 당일 방문 가능","B","강남구 개포동 싱크대 막힘 24시간 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010300-sink-blocked-cost-강남구-개포동/","강남구 개포동 싱크대 막힘 비용 | 30분 출동 24시간 상담","강남구 개포동 싱크대 막힘 비용 전문 업체 | 당일 방문 가능","A","강남구 개포동 싱크대 막힘 비용 | 30분 출동 24시간 상담","A","강남구 개포동 싱크대 막힘 비용 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010300-sink-blocked-company-강남구-개포동/","강남구 개포동 싱크대 막힘 업체 | 30분 출동 24시간 상담","강남구 개포동 싱크대 막힘 업체 전문 업체 | 당일 방문 가능","B","강남구 개포동 싱크대 막힘 업체 전문 업체 | 당일 방문 가능","B","강남구 개포동 싱크대 막힘 업체 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010300-sink-blocked-same-day-강남구-개포동/","강남구 개포동 싱크대 막힘 당일 | 30분 출동 24시간 상담","강남구 개포동 싱크대 막힘 당일 전문 업체 | 당일 방문 가능","A","강남구 개포동 싱크대 막힘 당일 | 30분 출동 24시간 상담","A","강남구 개포동 싱크대 막힘 당일 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010300-sink-blocked-weekend-강남구-개포동/","강남구 개포동 싱크대 막힘 주말 | 30분 출동 24시간 상담","강남구 개포동 싱크대 막힘 주말 전문 업체 | 당일 방문 가능","B","강남구 개포동 싱크대 막힘 주말 전문 업체 | 당일 방문 가능","B","강남구 개포동 싱크대 막힘 주말 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010300-sewer-cleaning-urgent-강남구-개포동/","강남구 개포동 배관 고압세척 긴급 | 30분 출동 24시간 상담","강남구 개포동 배관 고압세척 긴급 전문 업체 | 당일 방문 가능","A","강남구 개포동 배관 고압세척 긴급 | 30분 출동 24시간 상담","A","강남구 개포동 배관 고압세척 긴급 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010300-sewer-cleaning-24hour-강남구-개포동/","강남구 개포동 배관 고압세척 24시간 | 30분 출동 24시간 상담","강남구 개포동 배관 고압세척 24시간 전문 업체 | 당일 방문 가능","B","강남구 개포동 배관 고압세척 24시간 전문 업체 | 당일 방문 가능","B","강남구 개포동 배관 고압세척 24시간 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010300-sewer-cleaning-cost-강남구-개포동/","강남구 개포동 배관 고압세척 비용 | 30분 출동 24시간 상담","강남구 개포동 배관 고압세척 비용 전문 업체 | 당일 방문 가능","A","강남구 개포동 배관 고압세척 비용 | 30분 출동 24시간 상담","A","강남구 개포동 배관 고압세척 비용 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010300-sewer-cleaning-company-강남구-개포동/","강남구 개포동 배관 고압세척 업체 | 30분 출동 24시간 상담","강남구 개포동 배관 고압세척 업체 전문 업체 | 당일 방문 가능","B","강남구 개포동 배관 고압세척 업체 전문 업체 | 당일 방문 가능","B","강남구 개포동 배관 고압세척 업체 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010300-sewer-cleaning-same-day-강남구-개포동/","강남구 개포동 배관 고압세척 당일 | 30분 출동 24시간 상담","강남구 개포동 배관 고압세척 당일 전문 업체 | 당일 방문 가능","A","강남구 개포동 배관 고압세척 당일 | 30분 출동 24시간 상담","A","강남구 개포동 배관 고압세척 당일 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010300-sewer-cleaning-weekend-강남구-개포동/","강남구 개포동 배관 고압세척 주말 | 30분 출동 24시간 상담","강남구 개포동 배관 고압세척 주말 전문 업체 | 당일 방문 가능","B","강남구 개포동 배관 고압세척 주말 전문 업체 | 당일 방문 가능","B","강남구 개포동 배관 고압세척 주말 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010300-backflow-urgent-강남구-개포동/","강남구 개포동 하수구 역류 긴급 | 30분 출동 24시간 상담","강남구 개포동 하수구 역류 긴급 전문 업체 | 당일 방문 가능","A","강남구 개포동 하수구 역류 긴급 | 30분 출동 24시간 상담","A","강남구 개포동 하수구 역류 긴급 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010300-backflow-24hour-강남구-개포동/","강남구 개포동 하수구 역류 24시간 | 30분 출동 24시간 상담","강남구 개포동 하수구 역류 24시간 전문 업체 | 당일 방문 가능","B","강남구 개포동 하수구 역류 24시간 전문 업체 | 당일 방문 가능","B","강남구 개포동 하수구 역류 24시간 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010300-backflow-cost-강남구-개포동/","강남구 개포동 하수구 역류 비용 | 30분 출동 24시간 상담","강남구 개포동 하수구 역류 비용 전문 업체 | 당일 방문 가능","A","강남구 개포동 하수구 역류 비용 | 30분 출동 24시간 상담","A","강남구 개포동 하수구 역류 비용 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010300-backflow-company-강남구-개포동/","강남구 개포동 하수구 역류 업체 | 30분 출동 24시간 상담","강남구 개포동 하수구 역류 업체 전문 업체 | 당일 방문 가능","B","강남구 개포동 하수구 역류 업체 전문 업체 | 당일 방문 가능","B","강남구 개포동 하수구 역류 업체 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010300-backflow-same-day-강남구-개포동/","강남구 개포동 하수구 역류 당일 | 30분 출동 24시간 상담","강남구 개포동 하수구 역류 당일 전문 업체 | 당일 방문 가능","A","강남구 개포동 하수구 역류 당일 | 30분 출동 24시간 상담","A","강남구 개포동 하수구 역류 당일 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010300-backflow-weekend-강남구-개포동/","강남구 개포동 하수구 역류 주말 | 30분 출동 24시간 상담","강남구 개포동 하수구 역류 주말 전문 업체 | 당일 방문 가능","B","강남구 개포동 하수구 역류 주말 전문 업체 | 당일 방문 가능","B","강남구 개포동 하수구 역류 주말 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010800-drain-blocked-urgent-강남구-논현동/","강남구 논현동 하수구 막힘 긴급 | 30분 출동 24시간 상담","강남구 논현동 하수구 막힘 긴급 전문 업체 | 당일 방문 가능","A","강남구 논현동 하수구 막힘 긴급 | 30분 출동 24시간 상담","A","강남구 논현동 하수구 막힘 긴급 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010800-drain-blocked-24hour-강남구-논현동/","강남구 논현동 하수구 막힘 24시간 | 30분 출동 24시간 상담","강남구 논현동 하수구 막힘 24시간 전문 업체 | 당일 방문 가능","B","강남구 논현동 하수구 막힘 24시간 전문 업체 | 당일 방문 가능","B","강남구 논현동 하수구 막힘 24시간 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010800-drain-blocked-cost-강남구-논현동/","강남구 논현동 하수구 막힘 비용 | 30분 출동 24시간 상담","강남구 논현동 하수구 막힘 비용 전문 업체 | 당일 방문 가능","A","강남구 논현동 하수구 막힘 비용 | 30분 출동 24시간 상담","A","강남구 논현동 하수구 막힘 비용 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010800-drain-blocked-company-강남구-논현동/","강남구 논현동 하수구 막힘 업체 | 30분 출동 24시간 상담","강남구 논현동 하수구 막힘 업체 전문 업체 | 당일 방문 가능","B","강남구 논현동 하수구 막힘 업체 전문 업체 | 당일 방문 가능","B","강남구 논현동 하수구 막힘 업체 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010800-drain-blocked-same-day-강남구-논현동/","강남구 논현동 하수구 막힘 당일 | 30분 출동 24시간 상담","강남구 논현동 하수구 막힘 당일 전문 업체 | 당일 방문 가능","A","강남구 논현동 하수구 막힘 당일 | 30분 출동 24시간 상담","A","강남구 논현동 하수구 막힘 당일 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010800-drain-blocked-weekend-강남구-논현동/","강남구 논현동 하수구 막힘 주말 | 30분 출동 24시간 상담","강남구 논현동 하수구 막힘 주말 전문 업체 | 당일 방문 가능","B","강남구 논현동 하수구 막힘 주말 전문 업체 | 당일 방문 가능","B","강남구 논현동 하수구 막힘 주말 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010800-toilet-blocked-urgent-강남구-논현동/","강남구 논현동 변기 막힘 긴급 | 30분 출동 24시간 상담","강남구 논현동 변기 막힘 긴급 전문 업체 | 당일 방문 가능","A","강남구 논현동 변기 막힘 긴급 | 30분 출동 24시간 상담","A","강남구 논현동 변기 막힘 긴급 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010800-toilet-blocked-24hour-강남구-논현동/","강남구 논현동 변기 막힘 24시간 | 30분 출동 24시간 상담","강남구 논현동 변기 막힘 24시간 전문 업체 | 당일 방문 가능","B","강남구 논현동 변기 막힘 24시간 전문 업체 | 당일 방문 가능","B","강남구 논현동 변기 막힘 24시간 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010800-toilet-blocked-cost-강남구-논현동/","강남구 논현동 변기 막힘 비용 | 30분 출동 24시간 상담","강남구 논현동 변기 막힘 비용 전문 업체 | 당일 방문 가능","A","강남구 논현동 변기 막힘 비용 | 30분 출동 24시간 상담","A","강남구 논현동 변기 막힘 비용 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010800-toilet-blocked-company-강남구-논현동/","강남구 논현동 변기 막힘 업체 | 30분 출동 24시간 상담","강남구 논현동 변기 막힘 업체 전문 업체 | 당일 방문 가능","B","강남구 논현동 변기 막힘 업체 전문 업체 | 당일 방문 가능","B","강남구 논현동 변기 막힘 업체 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010800-toilet-blocked-same-day-강남구-논현동/","강남구 논현동 변기 막힘 당일 | 30분 출동 24시간 상담","강남구 논현동 변기 막힘 당일 전문 업체 | 당일 방문 가능","A","강남구 논현동 변기 막힘 당일 | 30분 출동 24시간 상담","A","강남구 논현동 변기 막힘 당일 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010800-toilet-blocked-weekend-강남구-논현동/","강남구 논현동 변기 막힘 주말 | 30분 출동 24시간 상담","강남구 논현동 변기 막힘 주말 전문 업체 | 당일 방문 가능","B","강남구 논현동 변기 막힘 주말 전문 업체 | 당일 방문 가능","B","강남구 논현동 변기 막힘 주말 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010800-sink-blocked-urgent-강남구-논현동/","강남구 논현동 싱크대 막힘 긴급 | 30분 출동 24시간 상담","강남구 논현동 싱크대 막힘 긴급 전문 업체 | 당일 방문 가능","A","강남구 논현동 싱크대 막힘 긴급 | 30분 출동 24시간 상담","A","강남구 논현동 싱크대 막힘 긴급 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010800-sink-blocked-24hour-강남구-논현동/","강남구 논현동 싱크대 막힘 24시간 | 30분 출동 24시간 상담","강남구 논현동 싱크대 막힘 24시간 전문 업체 | 당일 방문 가능","B","강남구 논현동 싱크대 막힘 24시간 전문 업체 | 당일 방문 가능","B","강남구 논현동 싱크대 막힘 24시간 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010800-sink-blocked-cost-강남구-논현동/","강남구 논현동 싱크대 막힘 비용 | 30분 출동 24시간 상담","강남구 논현동 싱크대 막힘 비용 전문 업체 | 당일 방문 가능","A","강남구 논현동 싱크대 막힘 비용 | 30분 출동 24시간 상담","A","강남구 논현동 싱크대 막힘 비용 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010800-sink-blocked-company-강남구-논현동/","강남구 논현동 싱크대 막힘 업체 | 30분 출동 24시간 상담","강남구 논현동 싱크대 막힘 업체 전문 업체 | 당일 방문 가능","B","강남구 논현동 싱크대 막힘 업체 전문 업체 | 당일 방문 가능","B","강남구 논현동 싱크대 막힘 업체 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010800-sink-blocked-same-day-강남구-논현동/","강남구 논현동 싱크대 막힘 당일 | 30분 출동 24시간 상담","강남구 논현동 싱크대 막힘 당일 전문 업체 | 당일 방문 가능","A","강남구 논현동 싱크대 막힘 당일 | 30분 출동 24시간 상담","A","강남구 논현동 싱크대 막힘 당일 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010800-sink-blocked-weekend-강남구-논현동/","강남구 논현동 싱크대 막힘 주말 | 30분 출동 24시간 상담","강남구 논현동 싱크대 막힘 주말 전문 업체 | 당일 방문 가능","B","강남구 논현동 싱크대 막힘 주말 전문 업체 | 당일 방문 가능","B","강남구 논현동 싱크대 막힘 주말 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010800-sewer-cleaning-urgent-강남구-논현동/","강남구 논현동 배관 고압세척 긴급 | 30분 출동 24시간 상담","강남구 논현동 배관 고압세척 긴급 전문 업체 | 당일 방문 가능","A","강남구 논현동 배관 고압세척 긴급 | 30분 출동 24시간 상담","A","강남구 논현동 배관 고압세척 긴급 | 30분 출동 24시간 상담"
